"source";"fam";"io";"io_short";"fam_single";"fam_orig";"fio_full";"fio_short";"wikidata_id";"wikidata_url";"ideology";"wikidata_birthdate";"wikidata_enddate"
"Позняков, Н. И.";"Позняков";"Н. И.";"Н. И.";"Позняков";"Познякову";"";"Позняков, Н. И.";"random_idf2d2122339152a001a0e0eb86a2e3768af235a7c";"random_idf2d2122339152a001a0e0eb86a2e3768af235a7c";"";"";""
"Покровский, В. П.";"Покровский";"В. П.";"В. П.";"Покровский";"Покровскому";"";"Покровский, В. П.";"random_id93370cf018728a7aab52570797e416f3dd3db03c";"random_id93370cf018728a7aab52570797e416f3dd3db03c";"";"";""
"Покровский, Е. А.";"Покровский";"Е. А.";"Е. А.";"Покровский";"Покровскому";"";"Покровский, Е. А.";"random_id178ddfe2beab4bbeaf93ed03de93aa8f652f9451";"random_id178ddfe2beab4bbeaf93ed03de93aa8f652f9451";"";"";""
"Покровский, И. Г.";"Покровский";"И. Г.";"И. Г.";"Покровский";"Покровский";"Покровский, И. Г.";"Покровский, И. Г.";"random_id1e65859a7e9123a863abf015c4646152790940e7";"random_id1e65859a7e9123a863abf015c4646152790940e7";"";"";""
"Покровский, Ф. Г.";"Покровский";"Ф. Г.";"Ф. Г.";"Покровский";"Покровскому";"";"Покровский, Ф. Г.";"random_idca5facaf5a9448d5c1cce1ab5091db3824bfda87";"random_idca5facaf5a9448d5c1cce1ab5091db3824bfda87";"";"";""
"Поле Буржа";"Поле Буржа";"";"";"Поле Буржа";"Полю Бурже";"";"Поле Буржа";"random_id6879b24f9d72e97f3ebc83c86a7d6bd87018ea30";"random_id6879b24f9d72e97f3ebc83c86a7d6bd87018ea30";"";"";""
"Поле Виардо";"Поле Виардо";"";"";"Поле Виардо";"Полю Виардо";"";"Поле Виардо";"random_id53d68182202b426c25c208ff3b4fe8f2b08cfbd0";"random_id53d68182202b426c25c208ff3b4fe8f2b08cfbd0";"";"";""
"Поле Гиацинт Луазон";"Поле Гиацинт Луазон";"";"";"Поле Гиацинт Луазон";"Полю Гиацинту Луазону";"";"Поле Гиацинт Луазон";"random_id45fd51ec28d0e9e99ffda506e92ac69f6fa2d9c7";"random_id45fd51ec28d0e9e99ffda506e92ac69f6fa2d9c7";"";"";""
"Поле Даллоз";"Поле Даллоз";"";"";"Поле Даллоз";"Полю Даллозу";"";"Поле Даллоз";"random_id63d665f669b11b1360088021bdee79388c6baa9d";"random_id63d665f669b11b1360088021bdee79388c6baa9d";"";"";""
"Поле Дежарден";"Поле Дежарден";"";"";"Поле Дежарден";"Полю Дежардену";"";"Поле Дежарден";"random_idf256a014d5bb700219496690c9ea8f53c038dfda";"random_idf256a014d5bb700219496690c9ea8f53c038dfda";"";"";""
"Поле Кермариа";"Поле Кермариа";"";"";"Поле Кермариа";"Полю Кермариа";"";"Поле Кермариа";"random_id4e6dc80f276e595ce3d5218d6350848cf647c5d4";"random_id4e6dc80f276e595ce3d5218d6350848cf647c5d4";"";"";""
"Поле Сабатье";"Поле Сабатье";"";"";"Поле Сабатье";"Полю Сабатье";"";"Поле Сабатье";"random_idc40085e8319315d25179109c1e494968b5265eba";"random_idc40085e8319315d25179109c1e494968b5265eba";"";"";""
"Поле Солье";"Поле Солье";"";"";"Поле Солье";"Полю Солье";"";"Поле Солье";"random_id6a80a5023ed25ee9f367eb0e958c0dcb81873a8f";"random_id6a80a5023ed25ee9f367eb0e958c0dcb81873a8f";"";"";""
"Поле Фонтен";"Поле Фонтен";"";"";"Поле Фонтен";"Полю Фонтену";"";"Поле Фонтен";"random_id7a569b4e155bfe08d23cfa0cc72c61f1a7ed35b7";"random_id7a569b4e155bfe08d23cfa0cc72c61f1a7ed35b7";"";"";""
"Поле, К. фон";"Поле";"К. фон";"К. фон";"Поле";"Полю";"";"Поле, К. фон";"random_idcf63c0e6d4fe142fb5bb81c04248a1396a9b27f4";"random_idcf63c0e6d4fe142fb5bb81c04248a1396a9b27f4";"";"";""
"Полевая, Н. Ф.";"Полевая";"Н. Ф.";"Н. Ф.";"Полевая";"Полевой";"";"Полевая, Н. Ф.";"random_idf45ad1a1d6850b8fe31c2bf3af32e59d250c2a31";"random_idf45ad1a1d6850b8fe31c2bf3af32e59d250c2a31";"";"";""
"Полевой, К. А.";"Полевой";"Ксенофонт Алексеевич";"К. А.";"Полевой";"Полевому";"Полевой, Ксенофонт Алексеевич";"Полевой, К. А.";"Q4369652";"https://www.wikidata.org/wiki/Q4369652";"";"1801";"1867"
"Полевой, Ксенофонт Алексеевич";"Полевой";"Ксенофонт Алексеевич";"К. А.";"Полевой";"Полевой";"Полевой, Ксенофонт Алексеевич";"Полевой, К. А.";"Q4369652";"https://www.wikidata.org/wiki/Q4369652";"";"1801";"1867"
"Полевой, Н.";"Полевой";"Н.";"Н.";"Полевой";"Полевому";"";"Полевой, Н.";"random_id00066303162cfcc5dc2ec02c9a0165453cfb2cff";"random_id00066303162cfcc5dc2ec02c9a0165453cfb2cff";"";"";""
"Полевой, Н. А.";"Полевой";"Николай Алексеевич";"Н. А.";"Полевой";"Полевому";"Полевой, Николай Алексеевич";"Полевой, Н. А.";"Q2627596";"https://www.wikidata.org/wiki/Q2627596";"";"1796";"1846"
"Полевой, Николай Алексеевич";"Полевой";"Николай Алексеевич";"Н. А.";"Полевой";"Полевой";"Полевой, Николай Алексеевич";"Полевой, Н. А.";"Q2627596";"https://www.wikidata.org/wiki/Q2627596";"";"1796";"1846"
"Полевой, П. Н.";"Полевой";"Пётр Николаевич";"П. Н.";"Полевой";"Полевому";"Полевой, Пётр Николаевич";"Полевой, П. Н.";"Q4369658";"https://www.wikidata.org/wiki/Q4369658";"";"1839";"1902"
"Полевой, Пётр Николаевич";"Полевой";"Пётр Николаевич";"П. Н.";"Полевой";"Полевой";"Полевой, Пётр Николаевич";"Полевой, П. Н.";"Q4369658";"https://www.wikidata.org/wiki/Q4369658";"";"1839";"1902"
"Полевые, К. А.";"Полевые";"К. А.";"К. А.";"Полевые";"Полевым";"";"Полевые, К. А.";"random_id6f94ecb4c48c1c05fecd90409d568a5365d001bc";"random_id6f94ecb4c48c1c05fecd90409d568a5365d001bc";"";"";""
"Полевые, Н. А.";"Полевые";"Н. А.";"Н. А.";"Полевые";"Полевым";"";"Полевые, Н. А.";"random_id4236ab4e5daf050a9f807ae4729d721146efcae0";"random_id4236ab4e5daf050a9f807ae4729d721146efcae0";"";"";""
"Полежаев, Александр Иванович";"Полежаев";"Александр Иванович";"А. И.";"Полежаев";"Полежаев";"Полежаев, Александр Иванович";"Полежаев, А. И.";"Q2621545";"https://www.wikidata.org/wiki/Q2621545";"";"1804";"1838"
"Поленов, В. А.";"Поленов";"В. А.";"В. А.";"Поленов";"Поленову";"";"Поленов, В. А.";"random_idb40bfa579e41dde1e3ed35b548fdcf07edce544e";"random_idb40bfa579e41dde1e3ed35b548fdcf07edce544e";"";"";""
"Поленов, В. Д.";"Поленов";"В. Д.";"В. Д.";"Поленов";"Поленову";"";"Поленов, В. Д.";"Q318393";"https://www.wikidata.org/wiki/Q318393";"";"1844";"1927"
"Полетика, И. И.";"Полетика";"И. И.";"И. И.";"Полетика";"Полетике";"";"Полетика, И. И.";"random_idac1ad65181b864d04300d322df17843a3dcb66fd";"random_idac1ad65181b864d04300d322df17843a3dcb66fd";"";"";""
"Полетика, П. И.";"Полетика";"Пётр Иванович";"П. И.";"Полетика";"Полетике";"Полетика, Пётр Иванович";"Полетика, П. И.";"Q1153223";"https://www.wikidata.org/wiki/Q1153223";"";"1778";"1849"
"Полетика, Пётр Иванович";"Полетика";"Пётр Иванович";"П. И.";"Полетика";"Полетика";"Полетика, Пётр Иванович";"Полетика, П. И.";"Q1153223";"https://www.wikidata.org/wiki/Q1153223";"";"1778";"1849"
"Поливанов, Л.";"Поливанов";"Л.";"Л.";"Поливанов";"Поливанову";"";"Поливанов, Л.";"random_id513311a5492e77a8938b6ffc06420f4403703632";"random_id513311a5492e77a8938b6ffc06420f4403703632";"";"";""
"Поливанов, Л. И.";"Поливанов";"Л. И.";"Л. И.";"Поливанов";"Поливанову";"";"Поливанов, Л. И.";"random_idf7083daf8a454dae2c4222500d0290fe41c3981f";"random_idf7083daf8a454dae2c4222500d0290fe41c3981f";"";"";""
"Поливанов, Н. И.";"Поливанов";"Н. И.";"Н. И.";"Поливанов";"Поливанову";"";"Поливанов, Н. И.";"random_ida72d97707b0f96a2f80e23e9c1cbae3c37dd41ff";"random_ida72d97707b0f96a2f80e23e9c1cbae3c37dd41ff";"";"";""
"Поливанова, М. А.";"Поливанова";"М. А.";"М. А.";"Поливанова";"Поливановой";"";"Поливанова, М. А.";"random_idbc656f530997fa9bda6dd1f0cd7f51ace875c515";"random_idbc656f530997fa9bda6dd1f0cd7f51ace875c515";"";"";""
"Полизоиди, П.";"Полизоиди";"П.";"П.";"Полизоиди";"Полизоиди";"";"Полизоиди, П.";"random_id912775c172640b47e12ab5beed1a3f6704d70e0c";"random_id912775c172640b47e12ab5beed1a3f6704d70e0c";"";"";""
"Полина";"Полина";"";"";"Полина";"Полине";"";"Полина";"Q104412627";"https://www.wikidata.org/wiki/Q104412627";"";"1806";""
"Полина Брюар";"Полина Брюар";"";"";"Полина Брюар";"Полине Брюар";"";"Полина Брюар";"random_id529f1ba46a16d38a90607b24e942cdbc8613dc3a";"random_id529f1ba46a16d38a90607b24e942cdbc8613dc3a";"";"";""
"Полина Брюэр";"Полина Брюэр";"";"";"Полина Брюэр";"Полине Брюэр";"";"Полина Брюэр";"random_id0e50192fc6475d1f675da7e6f00c0fe7f7470f63";"random_id0e50192fc6475d1f675da7e6f00c0fe7f7470f63";"";"";""
"Полина Виардо";"Полина Виардо";"";"";"Полина Виардо";"Полине Виардо";"";"Полина Виардо";"Q122998";"https://www.wikidata.org/wiki/Q122998";"";"1821";"1910"
"Полина Впардо";"Полина Впардо";"";"";"Полина Впардо";"Полине Впардо";"";"Полина Впардо";"random_id031ec78b44ca2ac27c5125ad228556bfb6ea784d";"random_id031ec78b44ca2ac27c5125ad228556bfb6ea784d";"";"";""
"Полина и Луи Виардо";"Полина и Луи Виардо";"";"";"Полина и Луи Виардо";"Полине и Луи Виардо";"";"Полина и Луи Виардо";"random_id053f387e0a53a1e7ce9c43acb92b409d0540e223";"random_id053f387e0a53a1e7ce9c43acb92b409d0540e223";"";"";""
"Полина Крюэр";"Полина Крюэр";"";"";"Полина Крюэр";"Полине Крюэр";"";"Полина Крюэр";"random_id862554c580e3d9672add813532ad7ff8b0265ef0";"random_id862554c580e3d9672add813532ad7ff8b0265ef0";"";"";""
"Полина Тургенева";"Полина Тургенева";"";"";"Полина Тургенева";"Полине Тургеневой";"";"Полина Тургенева";"random_id3848cdbbc1646fea1f4103c06a9c9a5ab1d93219";"random_id3848cdbbc1646fea1f4103c06a9c9a5ab1d93219";"";"";""
"Полипе Брюэр";"Полипе Брюэр";"";"";"Полипе Брюэр";"Полипе Брюэр";"";"Полипе Брюэр";"random_id5196836e0d23fbd8ce6e622322379de0e862fb0a";"random_id5196836e0d23fbd8ce6e622322379de0e862fb0a";"";"";""
"Политковская, Е. Я.";"Политковская";"Е. Я.";"Е. Я.";"Политковская";"Политковской";"";"Политковская, Е. Я.";"random_id85994162df3f6f93e6a87e06b0a506da6fd4d301";"random_id85994162df3f6f93e6a87e06b0a506da6fd4d301";"";"";""
"Политковский, П. С.";"Политковский";"П. С.";"П. С.";"Политковский";"Политковскому";"";"Политковский, П. С.";"random_id86921367611d1d2a3b89c35128875b89ad6308ff";"random_id86921367611d1d2a3b89c35128875b89ad6308ff";"";"";""
"Полковников, И. М.";"Полковников";"И. М.";"И. М.";"Полковников";"Полковникову";"";"Полковников, И. М.";"random_id1e4c0eb0c4e3b60aaf2d439102d8918281335fe0";"random_id1e4c0eb0c4e3b60aaf2d439102d8918281335fe0";"";"";""
"Поллачек";"Поллачек";"";"";"Поллачек";"Поллачеку";"";"Поллачек";"random_ide92838cfdecfde8674485f61d0744c4415542851";"random_ide92838cfdecfde8674485f61d0744c4415542851";"";"";""
"Половников, О. Н.";"Половников";"О. Н.";"О. Н.";"Половников";"Половникову";"";"Половников, О. Н.";"random_id06b528bd090c8e4dc5ad256c2b1ba90a89e6d74a";"random_id06b528bd090c8e4dc5ad256c2b1ba90a89e6d74a";"";"";""
"Половцев";"Половцев";"";"";"Половцев";"Половцеву";"";"Половцев";"Q4533588";"https://www.wikidata.org/wiki/Q4533588";"";"1826";"1904"
"Половцов, А. А.";"Половцов";"А. А.";"А. А.";"Половцов";"Половцову";"";"Половцов, А. А.";"Q4370502";"https://www.wikidata.org/wiki/Q4370502";"";"1849";"1905"
"Половцов, А. В.";"Половцов";"А. В.";"А. В.";"Половцов";"Половцову";"";"Половцов, А. В.";"Q4370502";"https://www.wikidata.org/wiki/Q4370502";"";"1849";"1905"
"Полозов";"Полозов";"";"";"Полозов";"Полозову";"";"Полозов";"Q4370574";"https://www.wikidata.org/wiki/Q4370574";"";"1794";"1850"
"Полонская, Ж. А.";"Полонская";"Ж. А.";"Ж. А.";"Полонская";"Полонской";"";"Полонская, Ж. А.";"random_idf474f2a44fd4d1876a7d423554c91de9cc06542a";"random_idf474f2a44fd4d1876a7d423554c91de9cc06542a";"";"";""
"Полонский, Я. И.";"Полонский";"Я. И.";"Я. И.";"Полонский";"Полонскому";"";"Полонский, Я. И.";"Q2299317";"https://www.wikidata.org/wiki/Q2299317";"";"1819";"1898"
"Полонский, Я. П.";"Полонский";"Яков Петрович";"Я. П.";"Полонский";"Полонскому";"Полонский, Яков Петрович";"Полонский, Я. П.";"Q2299317";"https://www.wikidata.org/wiki/Q2299317";"";"1819";"1898"
"Полонский, Яков Петрович";"Полонский";"Яков Петрович";"Я. П.";"Полонский";"Полонский";"Полонский, Яков Петрович";"Полонский, Я. П.";"Q2299317";"https://www.wikidata.org/wiki/Q2299317";"";"1819";"1898"
"Полтавский, С. П.";"Полтавский";"С. П.";"С. П.";"Полтавский";"Полтавскому";"";"Полтавский, С. П.";"random_id04074b7618c3e6ffb4c94f6a5c2bab8b7bef3d9c";"random_id04074b7618c3e6ffb4c94f6a5c2bab8b7bef3d9c";"";"";""
